time,candidate_index,cpu_capacity,cpu_allocatable,mem_capacity,mem_allocatable,passed_predicates,is_storage_node,pod_name,node_name,arch,node_type
2026-07-06 21:27:31.914688,19,4000,4000,1023012864,1023012864,True,False,pod-skippy-medium-1,rpi3_9,arm32,sbc
2026-07-06 21:27:31.914690,20,4000,4000,1023012864,1023012864,True,False,pod-skippy-medium-1,rpi3_10,arm32,sbc
2026-07-06 21:27:31.914693,21,4000,4000,1023012864,1023012864,True,False,pod-skippy-medium-1,rpi3_11,arm32,sbc
2026-07-06 21:27:31.914695,22,4000,4000,1023012864,1023012864,True,False,pod-skippy-medium-1,rpi3_12,arm32,sbc
2026-07-06 21:27:31.914704,23,4000,4000,1023012864,1023012864,True,False,pod-skippy-medium-1,rpi3_13,arm32,sbc
2026-07-06 21:27:31.914707,24,4000,4000,17179869184,17179869184,True,False,pod-skippy-medium-1,nuc_2,x86,sffc
2026-07-06 21:27:31.914709,25,4000,4000,8240386048,8240386048,True,False,pod-skippy-medium-1,tx2_8,aarch64,embai
2026-07-06 21:27:31.914711,26,4000,4000,8240386048,8240386048,True,False,pod-skippy-medium-1,tx2_9,aarch64,embai
2026-07-06 21:27:31.914713,27,4000,4000,8240386048,8240386048,True,False,pod-skippy-medium-1,tx2_10,aarch64,embai
2026-07-06 21:27:31.914716,28,4000,4000,8240386048,8240386048,True,False,pod-skippy-medium-1,tx2_11,aarch64,embai
2026-07-06 21:27:31.914718,29,4000,4000,8240386048,8240386048,True,False,pod-skippy-medium-1,tx2_12,aarch64,embai
2026-07-06 21:27:31.915981,0,4000,4000,1023012864,1023012864,True,False,pod-skippy-medium-2,rpi3_0,arm32,sbc
2026-07-06 21:27:31.915988,1,4000,4000,1023012864,1023012864,True,False,pod-skippy-medium-2,rpi3_1,arm32,sbc
2026-07-06 21:27:31.915993,2,4000,4000,1023012864,1023012864,True,False,pod-skippy-medium-2,rpi3_2,arm32,sbc
2026-07-06 21:27:31.915997,3,4000,4000,1023012864,1023012864,True,False,pod-skippy-medium-2,rpi3_3,arm32,sbc
2026-07-06 21:27:31.916001,4,4000,4000,17179869184,17179869184,True,False,pod-skippy-medium-2,nuc_0,x86,sffc
2026-07-06 21:27:31.916008,5,4000,4000,8240386048,8240386048,True,False,pod-skippy-medium-2,tx2_0,aarch64,embai
2026-07-06 21:27:31.916012,6,4000,4000,8240386048,8240386048,True,False,pod-skippy-medium-2,tx2_1,aarch64,embai
2026-07-06 21:27:31.916016,7,4000,4000,8240386048,8240386048,True,False,pod-skippy-medium-2,tx2_2,aarch64,embai
2026-07-06 21:27:31.916020,8,4000,4000,8240386048,8240386048,True,False,pod-skippy-medium-2,tx2_3,aarch64,embai
2026-07-06 21:27:31.916024,9,4000,4000,1023012864,1023012864,True,False,pod-skippy-medium-2,rpi3_4,arm32,sbc
2026-07-06 21:27:31.916028,10,4000,4000,1023012864,1023012864,True,False,pod-skippy-medium-2,rpi3_5,arm32,sbc
2026-07-06 21:27:31.916032,11,4000,4000,1023012864,1023012864,True,False,pod-skippy-medium-2,rpi3_6,arm32,sbc
2026-07-06 21:27:31.916036,12,4000,4000,1023012864,1023012864,True,False,pod-skippy-medium-2,rpi3_7,arm32,sbc
2026-07-06 21:27:31.916049,13,4000,4000,17179869184,17179869184,True,False,pod-skippy-medium-2,nuc_1,x86,sffc
2026-07-06 21:27:31.916053,14,4000,4000,8240386048,8240386048,True,False,pod-skippy-medium-2,tx2_4,aarch64,embai
2026-07-06 21:27:31.916058,15,4000,4000,8240386048,8240386048,True,False,pod-skippy-medium-2,tx2_5,aarch64,embai
2026-07-06 21:27:31.916062,16,4000,4000,8240386048,8240386048,True,False,pod-skippy-medium-2,tx2_6,aarch64,embai
2026-07-06 21:27:31.916065,17,4000,4000,8240386048,8240386048,True,False,pod-skippy-medium-2,tx2_7,aarch64,embai
2026-07-06 21:27:31.916069,18,4000,4000,1023012864,1023012864,True,False,pod-skippy-medium-2,rpi3_8,arm32,sbc
2026-07-06 21:27:31.916073,19,4000,4000,1023012864,1023012864,True,False,pod-skippy-medium-2,rpi3_9,arm32,sbc
2026-07-06 21:27:31.916077,20,4000,4000,1023012864,1023012864,True,False,pod-skippy-medium-2,rpi3_10,arm32,sbc
2026-07-06 21:27:31.916081,21,4000,4000,1023012864,1023012864,True,False,pod-skippy-medium-2,rpi3_11,arm32,sbc
2026-07-06 21:27:31.916089,22,4000,4000,1023012864,1023012864,True,False,pod-skippy-medium-2,rpi3_12,arm32,sbc
2026-07-06 21:27:31.916092,23,4000,4000,1023012864,1023012864,True,False,pod-skippy-medium-2,rpi3_13,arm32,sbc
2026-07-06 21:27:31.916096,24,4000,4000,17179869184,17179869184,True,False,pod-skippy-medium-2,nuc_2,x86,sffc
2026-07-06 21:27:31.916101,25,4000,4000,8240386048,8240386048,True,False,pod-skippy-medium-2,tx2_8,aarch64,embai
2026-07-06 21:27:31.916105,26,4000,4000,8240386048,8240386048,True,False,pod-skippy-medium-2,tx2_9,aarch64,embai
2026-07-06 21:27:31.916109,27,4000,4000,8240386048,8240386048,True,False,pod-skippy-medium-2,tx2_10,aarch64,embai
2026-07-06 21:27:31.916113,28,4000,4000,8240386048,8240386048,True,False,pod-skippy-medium-2,tx2_11,aarch64,embai
2026-07-06 21:27:31.916117,29,4000,4000,8240386048,8240386048,True,False,pod-skippy-medium-2,tx2_12,aarch64,embai
