case_id,policy_name,request_id,time,phase,function_name,source_zone,selected_node,warm_hit,image_cache_hit,data_cache_hit,latency,warm_duration,cold_start_penalty,image_pull_penalty,data_fetch_penalty,network_latency,r_cache,r_load,r_desired,cache_utility,cache_used_after,warm_keys_after
faascache,FaasCache,24,4.8,burst,img-resize,zone-a,cloud-1,True,True,True,0.125,0.08,0.0,0.0,0.0,0.045,1,0,1,12.0,5,fft@edge-b-2;img-resize@cloud-1;ml-infer@edge-c-1
faascache,FaasCache,25,5.2,burst,video-analytics,zone-c,edge-a-1,False,False,False,5.158,0.45,2.4,1.4,0.9,0.008,1,0,1,4.0,5,fft@edge-b-2;img-resize@cloud-1;ml-infer@edge-c-1
faascache,FaasCache,26,6.0,cooldown,json-parse,zone-a,edge-a-2,False,True,True,0.40199999999999997,0.04,0.35,0.0,0.0,0.012,1,0,1,2.3333333333333335,5,fft@edge-b-2;img-resize@cloud-1;ml-infer@edge-c-1
faascache,FaasCache,27,6.5,cooldown,img-resize,zone-a,edge-b-1,True,True,True,0.09,0.08,0.0,0.0,0.0,0.01,1,0,1,9.333333333333334,5,fft@edge-b-2;img-resize@edge-b-1;ml-infer@edge-c-1
faascache,FaasCache,28,7.0,cooldown,fft,zone-b,edge-b-2,True,True,True,0.196,0.18,0.0,0.0,0.0,0.016,1,0,1,5.833333333333334,5,fft@edge-b-2;img-resize@edge-b-1;ml-infer@edge-c-1
faascache,FaasCache,29,7.5,cooldown,ml-infer,zone-b,edge-a-1,True,False,False,1.9580000000000002,0.3,0.0,1.1,0.55,0.008,1,0,1,6.333333333333333,5,fft@edge-b-2;img-resize@edge-b-1;ml-infer@edge-a-1
faascache,FaasCache,30,8.2,cooldown,json-parse,zone-a,cloud-1,False,False,False,0.7849999999999999,0.04,0.35,0.25,0.1,0.045,1,0,1,2.3333333333333335,5,fft@edge-b-2;img-resize@edge-b-1;ml-infer@edge-a-1
faascache,FaasCache,31,9.0,cooldown,img-resize,zone-b,edge-a-1,True,True,True,0.088,0.08,0.0,0.0,0.0,0.008,1,0,1,4.000000000000001,5,fft@edge-b-2;img-resize@edge-a-1;ml-infer@edge-a-1
faascache,FaasCache,32,9.8,cooldown,video-analytics,zone-c,cloud-1,False,False,False,5.195,0.45,2.4,1.4,0.9,0.045,1,0,1,2.666666666666667,5,fft@edge-b-2;img-resize@edge-a-1;ml-infer@edge-a-1
faascache,FaasCache,33,10.8,cooldown,fft,zone-b,edge-b-1,True,False,False,1.24,0.18,0.0,0.7,0.35,0.01,1,0,1,2.3333333333333335,5,fft@edge-b-1;img-resize@edge-a-1;ml-infer@edge-a-1
faascache,FaasCache,34,12.0,cooldown,json-parse,zone-a,edge-b-2,False,True,True,0.40599999999999997,0.04,0.35,0.0,0.0,0.016,1,0,1,1.1666666666666667,5,fft@edge-b-1;img-resize@edge-a-1;ml-infer@edge-a-1
faascache,FaasCache,35,13.2,cooldown,ml-infer,zone-c,edge-c-1,False,True,True,2.2179999999999995,0.3,1.9,0.0,0.0,0.018,1,0,1,1.5833333333333333,5,fft@edge-b-1;img-resize@edge-a-1;ml-infer@edge-c-1
cache_aware_joint,CacheAwareJoint,1,0.0,warmup,img-resize,zone-a,edge-a-1,False,False,False,1.538,0.08,0.8,0.45,0.2,0.008,1,1,1,1.3333333333333335,1,img-resize@edge-a-1
cache_aware_joint,CacheAwareJoint,2,0.2,warmup,json-parse,zone-a,edge-a-1,False,False,False,0.7479999999999999,0.04,0.35,0.25,0.1,0.008,0,1,1,0.5833333333333334,2,img-resize@edge-a-1;json-parse@edge-a-1
cache_aware_joint,CacheAwareJoint,3,0.5,warmup,img-resize,zone-a,edge-a-1,True,True,True,0.088,0.08,0.0,0.0,0.0,0.008,1,1,1,2.666666666666667,2,img-resize@edge-a-1;json-parse@edge-a-1
cache_aware_joint,CacheAwareJoint,4,0.8,warmup,fft,zone-b,edge-b-1,False,False,False,2.6399999999999997,0.18,1.4,0.7,0.35,0.01,1,1,1,1.1666666666666667,4,fft@edge-b-1;img-resize@edge-a-1;json-parse@edge-a-1
cache_aware_joint,CacheAwareJoint,5,1.1,warmup,img-resize,zone-a,edge-a-1,True,True,True,0.088,0.08,0.0,0.0,0.0,0.008,1,1,1,4.000000000000001,4,fft@edge-b-1;img-resize@edge-a-1;json-parse@edge-a-1
cache_aware_joint,CacheAwareJoint,6,1.4,warmup,ml-infer,zone-b,edge-b-1,False,False,False,3.8599999999999994,0.3,1.9,1.1,0.55,0.01,1,1,1,1.5833333333333333,5,fft@edge-b-1;img-resize@edge-a-1;ml-infer@edge-b-1
cache_aware_joint,CacheAwareJoint,7,1.8,warmup,json-parse,zone-a,edge-a-1,False,True,True,0.39799999999999996,0.04,0.35,0.0,0.0,0.008,1,1,1,1.1666666666666667,4,img-resize@edge-a-1;json-parse@edge-a-1;ml-infer@edge-b-1
cache_aware_joint,CacheAwareJoint,8,2.1,warmup,fft,zone-b,edge-b-1,False,True,True,1.5899999999999999,0.18,1.4,0.0,0.0,0.01,1,1,1,2.3333333333333335,5,fft@edge-b-1;img-resize@edge-a-1;ml-infer@edge-b-1
cache_aware_joint,CacheAwareJoint,9,2.4,warmup,img-resize,zone-a,edge-a-1,True,True,True,0.088,0.08,0.0,0.0,0.0,0.008,1,1,1,5.333333333333334,5,fft@edge-b-1;img-resize@edge-a-1;ml-infer@edge-b-1
cache_aware_joint,CacheAwareJoint,10,2.8,warmup,video-analytics,zone-c,edge-c-1,False,False,False,5.168,0.45,2.4,1.4,0.9,0.018,1,1,1,1.3333333333333335,5,fft@edge-b-1;img-resize@edge-a-1;ml-infer@edge-b-1
cache_aware_joint,CacheAwareJoint,11,3.0,burst,img-resize,zone-a,edge-a-1,True,True,True,0.088,0.08,0.0,0.0,0.0,0.008,1,1,1,6.666666666666667,5,fft@edge-b-1;img-resize@edge-a-1;ml-infer@edge-b-1
cache_aware_joint,CacheAwareJoint,12,3.1,burst,img-resize,zone-a,edge-a-1,True,True,True,0.088,0.08,0.0,0.0,0.0,0.008,1,1,1,8.000000000000002,5,fft@edge-b-1;img-resize@edge-a-1;ml-infer@edge-b-1
cache_aware_joint,CacheAwareJoint,13,3.2,burst,fft,zone-b,edge-b-1,True,True,True,0.19,0.18,0.0,0.0,0.0,0.01,1,1,1,3.4999999999999996,5,fft@edge-b-1;img-resize@edge-a-1;ml-infer@edge-b-1
cache_aware_joint,CacheAwareJoint,14,3.3,burst,ml-infer,zone-b,edge-b-1,True,True,True,0.31,0.3,0.0,0.0,0.0,0.01,1,1,1,3.1666666666666665,5,fft@edge-b-1;img-resize@edge-a-1;ml-infer@edge-b-1
cache_aware_joint,CacheAwareJoint,15,3.4,burst,img-resize,zone-a,edge-a-1,True,True,True,0.088,0.08,0.0,0.0,0.0,0.008,1,1,1,9.333333333333334,5,fft@edge-b-1;img-resize@edge-a-1;ml-infer@edge-b-1
cache_aware_joint,CacheAwareJoint,16,3.5,burst,json-parse,zone-a,edge-a-1,False,True,True,0.39799999999999996,0.04,0.35,0.0,0.0,0.008,1,1,1,1.7499999999999998,5,fft@edge-b-1;img-resize@edge-a-1;ml-infer@edge-b-1
cache_aware_joint,CacheAwareJoint,17,3.6,burst,fft,zone-b,edge-b-1,True,True,True,0.19,0.18,0.0,0.0,0.0,0.01,1,1,1,4.666666666666667,5,fft@edge-b-1;img-resize@edge-a-1;ml-infer@edge-b-1
cache_aware_joint,CacheAwareJoint,18,3.7,burst,ml-infer,zone-b,edge-b-1,True,True,True,0.31,0.3,0.0,0.0,0.0,0.01,1,1,1,4.75,5,fft@edge-b-1;img-resize@edge-a-1;ml-infer@edge-b-1
cache_aware_joint,CacheAwareJoint,19,3.8,burst,video-analytics,zone-c,edge-c-1,False,True,True,2.868,0.45,2.4,0.0,0.0,0.018,1,1,1,2.666666666666667,5,fft@edge-b-1;img-resize@edge-a-1;ml-infer@edge-b-1
cache_aware_joint,CacheAwareJoint,20,3.9,burst,img-resize,zone-a,edge-a-1,True,True,True,0.088,0.08,0.0,0.0,0.0,0.008,1,1,1,10.666666666666668,5,fft@edge-b-1;img-resize@edge-a-1;ml-infer@edge-b-1
cache_aware_joint,CacheAwareJoint,21,4.1,burst,json-parse,zone-a,edge-a-1,False,True,True,0.39799999999999996,0.04,0.35,0.0,0.0,0.008,1,1,1,2.3333333333333335,5,fft@edge-b-1;img-resize@edge-a-1;ml-infer@edge-b-1
cache_aware_joint,CacheAwareJoint,22,4.3,burst,fft,zone-b,edge-b-1,True,True,True,0.19,0.18,0.0,0.0,0.0,0.01,1,1,1,5.833333333333334,5,fft@edge-b-1;img-resize@edge-a-1;ml-infer@edge-b-1
cache_aware_joint,CacheAwareJoint,23,4.5,burst,ml-infer,zone-b,edge-b-1,True,True,True,0.31,0.3,0.0,0.0,0.0,0.01,1,1,1,6.333333333333333,5,fft@edge-b-1;img-resize@edge-a-1;ml-infer@edge-b-1
cache_aware_joint,CacheAwareJoint,24,4.8,burst,img-resize,zone-a,edge-a-1,True,True,True,0.088,0.08,0.0,0.0,0.0,0.008,1,1,1,12.0,5,fft@edge-b-1;img-resize@edge-a-1;ml-infer@edge-b-1
cache_aware_joint,CacheAwareJoint,25,5.2,burst,video-analytics,zone-c,edge-c-1,False,True,True,2.868,0.45,2.4,0.0,0.0,0.018,1,1,1,4.0,5,fft@edge-b-1;img-resize@edge-a-1;ml-infer@edge-b-1
cache_aware_joint,CacheAwareJoint,26,6.0,cooldown,json-parse,zone-a,edge-a-1,False,True,True,0.39799999999999996,0.04,0.35,0.0,0.0,0.008,1,1,1,2.3333333333333335,5,fft@edge-b-1;img-resize@edge-a-1;ml-infer@edge-b-1
cache_aware_joint,CacheAwareJoint,27,6.5,cooldown,img-resize,zone-a,edge-a-1,True,True,True,0.088,0.08,0.0,0.0,0.0,0.008,1,1,1,9.333333333333334,5,fft@edge-b-1;img-resize@edge-a-1;ml-infer@edge-b-1
cache_aware_joint,CacheAwareJoint,28,7.0,cooldown,fft,zone-b,edge-b-1,True,True,True,0.19,0.18,0.0,0.0,0.0,0.01,1,1,1,5.833333333333334,5,fft@edge-b-1;img-resize@edge-a-1;ml-infer@edge-b-1
cache_aware_joint,CacheAwareJoint,29,7.5,cooldown,ml-infer,zone-b,edge-b-1,True,True,True,0.31,0.3,0.0,0.0,0.0,0.01,1,1,1,6.333333333333333,5,fft@edge-b-1;img-resize@edge-a-1;ml-infer@edge-b-1
cache_aware_joint,CacheAwareJoint,30,8.2,cooldown,json-parse,zone-a,edge-a-1,False,True,True,0.39799999999999996,0.04,0.35,0.0,0.0,0.008,1,1,1,2.3333333333333335,5,fft@edge-b-1;img-resize@edge-a-1;ml-infer@edge-b-1
cache_aware_joint,CacheAwareJoint,31,9.0,cooldown,img-resize,zone-b,edge-a-1,True,True,True,0.088,0.08,0.0,0.0,0.0,0.008,1,1,1,4.000000000000001,5,fft@edge-b-1;img-resize@edge-a-1;ml-infer@edge-b-1
cache_aware_joint,CacheAwareJoint,32,9.8,cooldown,video-analytics,zone-c,edge-c-1,False,True,True,2.868,0.45,2.4,0.0,0.0,0.018,1,1,1,2.666666666666667,5,fft@edge-b-1;img-resize@edge-a-1;ml-infer@edge-b-1
cache_aware_joint,CacheAwareJoint,33,10.8,cooldown,fft,zone-b,edge-b-1,True,True,True,0.19,0.18,0.0,0.0,0.0,0.01,1,1,1,2.3333333333333335,5,fft@edge-b-1;img-resize@edge-a-1;ml-infer@edge-b-1
cache_aware_joint,CacheAwareJoint,34,12.0,cooldown,json-parse,zone-a,edge-a-1,False,True,True,0.39799999999999996,0.04,0.35,0.0,0.0,0.008,1,1,1,1.1666666666666667,5,fft@edge-b-1;img-resize@edge-a-1;ml-infer@edge-b-1
cache_aware_joint,CacheAwareJoint,35,13.2,cooldown,ml-infer,zone-c,edge-b-1,True,True,True,0.31,0.3,0.0,0.0,0.0,0.01,1,1,1,1.5833333333333333,5,fft@edge-b-1;img-resize@edge-a-1;ml-infer@edge-b-1
