topology,source,target,directed,latency,connection_source,connection_target
urban_sensing,link_rpi3_3,rpi3_3,False,0,rpi3_3,link_rpi3_3
urban_sensing,link_rpi3_3,switch_lan_1,False,0,link_rpi3_3,switch_lan_1
urban_sensing,rpi3_4,link_rpi3_4,False,0,rpi3_4,link_rpi3_4
urban_sensing,link_rpi3_4,rpi3_4,False,0,rpi3_4,link_rpi3_4
urban_sensing,link_rpi3_4,switch_lan_2,False,0,link_rpi3_4,switch_lan_2
urban_sensing,switch_lan_2,link_rpi3_4,False,0,link_rpi3_4,switch_lan_2
urban_sensing,switch_lan_2,link_rpi3_5,False,0,link_rpi3_5,switch_lan_2
urban_sensing,switch_lan_2,shared_0,False,0,switch_lan_2,shared_0
urban_sensing,rpi3_5,link_rpi3_5,False,0,rpi3_5,link_rpi3_5
urban_sensing,link_rpi3_5,rpi3_5,False,0,rpi3_5,link_rpi3_5
urban_sensing,link_rpi3_5,switch_lan_2,False,0,link_rpi3_5,switch_lan_2
urban_sensing,nuc_0,link_nuc_0,False,0,nuc_0,link_nuc_0
urban_sensing,link_nuc_0,nuc_0,False,0,nuc_0,link_nuc_0
urban_sensing,link_nuc_0,switch_lan_3,False,0,link_nuc_0,switch_lan_3
urban_sensing,switch_lan_3,link_nuc_0,False,0,link_nuc_0,switch_lan_3
urban_sensing,switch_lan_3,link_tx2_0,False,0,link_tx2_0,switch_lan_3
urban_sensing,switch_lan_3,link_tx2_1,False,0,link_tx2_1,switch_lan_3
urban_sensing,switch_lan_3,link_tx2_2,False,0,link_tx2_2,switch_lan_3
urban_sensing,switch_lan_3,link_tx2_3,False,0,link_tx2_3,switch_lan_3
urban_sensing,switch_lan_3,link_tx2_4,False,0,link_tx2_4,switch_lan_3
urban_sensing,switch_lan_3,link_tx2_5,False,0,link_tx2_5,switch_lan_3
urban_sensing,switch_lan_3,shared_0,False,0,switch_lan_3,shared_0
urban_sensing,tx2_0,link_tx2_0,False,0,tx2_0,link_tx2_0
urban_sensing,link_tx2_0,tx2_0,False,0,tx2_0,link_tx2_0
urban_sensing,link_tx2_0,switch_lan_3,False,0,link_tx2_0,switch_lan_3
urban_sensing,tx2_1,link_tx2_1,False,0,tx2_1,link_tx2_1
urban_sensing,link_tx2_1,tx2_1,False,0,tx2_1,link_tx2_1
urban_sensing,link_tx2_1,switch_lan_3,False,0,link_tx2_1,switch_lan_3
urban_sensing,tx2_2,link_tx2_2,False,0,tx2_2,link_tx2_2
urban_sensing,link_tx2_2,tx2_2,False,0,tx2_2,link_tx2_2
urban_sensing,link_tx2_2,switch_lan_3,False,0,link_tx2_2,switch_lan_3
urban_sensing,tx2_3,link_tx2_3,False,0,tx2_3,link_tx2_3
urban_sensing,link_tx2_3,tx2_3,False,0,tx2_3,link_tx2_3
urban_sensing,link_tx2_3,switch_lan_3,False,0,link_tx2_3,switch_lan_3
urban_sensing,tx2_4,link_tx2_4,False,0,tx2_4,link_tx2_4
urban_sensing,link_tx2_4,tx2_4,False,0,tx2_4,link_tx2_4
urban_sensing,link_tx2_4,switch_lan_3,False,0,link_tx2_4,switch_lan_3
urban_sensing,tx2_5,link_tx2_5,False,0,tx2_5,link_tx2_5
urban_sensing,link_tx2_5,tx2_5,False,0,tx2_5,link_tx2_5
urban_sensing,link_tx2_5,switch_lan_3,False,0,link_tx2_5,switch_lan_3
urban_sensing,up_shared_0,internet,True,0,up_shared_0,internet
urban_sensing,down_shared_0,shared_0,True,0,down_shared_0,shared_0
urban_sensing,internet,down_shared_0,True,0,internet,down_shared_0
urban_sensing,internet,down_shared_1,True,0,internet,down_shared_1
urban_sensing,internet,down_shared_2,True,0,internet,down_shared_2
urban_sensing,internet,down_cloudlet_0,True,0,internet,down_cloudlet_0
urban_sensing,internet,registry,False,0,internet,registry
urban_sensing,rpi3_6,link_rpi3_6,False,0,rpi3_6,link_rpi3_6
urban_sensing,link_rpi3_6,rpi3_6,False,0,rpi3_6,link_rpi3_6
urban_sensing,link_rpi3_6,switch_lan_4,False,0,link_rpi3_6,switch_lan_4
urban_sensing,switch_lan_4,link_rpi3_6,False,0,link_rpi3_6,switch_lan_4
urban_sensing,switch_lan_4,link_rpi3_7,False,0,link_rpi3_7,switch_lan_4
urban_sensing,switch_lan_4,shared_1,False,0,switch_lan_4,shared_1
urban_sensing,rpi3_7,link_rpi3_7,False,0,rpi3_7,link_rpi3_7
urban_sensing,link_rpi3_7,rpi3_7,False,0,rpi3_7,link_rpi3_7
urban_sensing,link_rpi3_7,switch_lan_4,False,0,link_rpi3_7,switch_lan_4
urban_sensing,shared_1,switch_lan_4,False,0,switch_lan_4,shared_1
urban_sensing,shared_1,switch_lan_5,False,0,switch_lan_5,shared_1
urban_sensing,shared_1,switch_lan_6,False,0,switch_lan_6,shared_1
urban_sensing,shared_1,switch_lan_7,False,0,switch_lan_7,shared_1
urban_sensing,shared_1,up_shared_1,True,0,shared_1,up_shared_1
urban_sensing,rpi3_8,link_rpi3_8,False,0,rpi3_8,link_rpi3_8
urban_sensing,link_rpi3_8,rpi3_8,False,0,rpi3_8,link_rpi3_8
urban_sensing,link_rpi3_8,switch_lan_5,False,0,link_rpi3_8,switch_lan_5
urban_sensing,switch_lan_5,link_rpi3_8,False,0,link_rpi3_8,switch_lan_5
urban_sensing,switch_lan_5,link_rpi3_9,False,0,link_rpi3_9,switch_lan_5
urban_sensing,switch_lan_5,shared_1,False,0,switch_lan_5,shared_1
urban_sensing,rpi3_9,link_rpi3_9,False,0,rpi3_9,link_rpi3_9
urban_sensing,link_rpi3_9,rpi3_9,False,0,rpi3_9,link_rpi3_9
urban_sensing,link_rpi3_9,switch_lan_5,False,0,link_rpi3_9,switch_lan_5
urban_sensing,rpi3_10,link_rpi3_10,False,0,rpi3_10,link_rpi3_10
urban_sensing,link_rpi3_10,rpi3_10,False,0,rpi3_10,link_rpi3_10
urban_sensing,link_rpi3_10,switch_lan_6,False,0,link_rpi3_10,switch_lan_6
urban_sensing,switch_lan_6,link_rpi3_10,False,0,link_rpi3_10,switch_lan_6
urban_sensing,switch_lan_6,link_rpi3_11,False,0,link_rpi3_11,switch_lan_6
urban_sensing,switch_lan_6,shared_1,False,0,switch_lan_6,shared_1
urban_sensing,rpi3_11,link_rpi3_11,False,0,rpi3_11,link_rpi3_11
urban_sensing,link_rpi3_11,rpi3_11,False,0,rpi3_11,link_rpi3_11
urban_sensing,link_rpi3_11,switch_lan_6,False,0,link_rpi3_11,switch_lan_6
urban_sensing,nuc_1,link_nuc_1,False,0,nuc_1,link_nuc_1
urban_sensing,link_nuc_1,nuc_1,False,0,nuc_1,link_nuc_1
urban_sensing,link_nuc_1,switch_lan_7,False,0,link_nuc_1,switch_lan_7
urban_sensing,switch_lan_7,link_nuc_1,False,0,link_nuc_1,switch_lan_7
urban_sensing,switch_lan_7,link_tx2_6,False,0,link_tx2_6,switch_lan_7
urban_sensing,switch_lan_7,link_tx2_7,False,0,link_tx2_7,switch_lan_7
urban_sensing,switch_lan_7,link_tx2_8,False,0,link_tx2_8,switch_lan_7
urban_sensing,switch_lan_7,link_tx2_9,False,0,link_tx2_9,switch_lan_7
urban_sensing,switch_lan_7,link_tx2_10,False,0,link_tx2_10,switch_lan_7
urban_sensing,switch_lan_7,link_tx2_11,False,0,link_tx2_11,switch_lan_7
urban_sensing,switch_lan_7,shared_1,False,0,switch_lan_7,shared_1
urban_sensing,tx2_6,link_tx2_6,False,0,tx2_6,link_tx2_6
urban_sensing,link_tx2_6,tx2_6,False,0,tx2_6,link_tx2_6
urban_sensing,link_tx2_6,switch_lan_7,False,0,link_tx2_6,switch_lan_7
urban_sensing,tx2_7,link_tx2_7,False,0,tx2_7,link_tx2_7
urban_sensing,link_tx2_7,tx2_7,False,0,tx2_7,link_tx2_7
urban_sensing,link_tx2_7,switch_lan_7,False,0,link_tx2_7,switch_lan_7
urban_sensing,tx2_8,link_tx2_8,False,0,tx2_8,link_tx2_8
urban_sensing,link_tx2_8,tx2_8,False,0,tx2_8,link_tx2_8
urban_sensing,link_tx2_8,switch_lan_7,False,0,link_tx2_8,switch_lan_7
urban_sensing,tx2_9,link_tx2_9,False,0,tx2_9,link_tx2_9
urban_sensing,link_tx2_9,tx2_9,False,0,tx2_9,link_tx2_9
urban_sensing,link_tx2_9,switch_lan_7,False,0,link_tx2_9,switch_lan_7
urban_sensing,tx2_10,link_tx2_10,False,0,tx2_10,link_tx2_10
urban_sensing,link_tx2_10,tx2_10,False,0,tx2_10,link_tx2_10
urban_sensing,link_tx2_10,switch_lan_7,False,0,link_tx2_10,switch_lan_7
urban_sensing,tx2_11,link_tx2_11,False,0,tx2_11,link_tx2_11
urban_sensing,link_tx2_11,tx2_11,False,0,tx2_11,link_tx2_11
urban_sensing,link_tx2_11,switch_lan_7,False,0,link_tx2_11,switch_lan_7
urban_sensing,up_shared_1,internet,True,0,up_shared_1,internet
urban_sensing,down_shared_1,shared_1,True,0,down_shared_1,shared_1
urban_sensing,rpi3_12,link_rpi3_12,False,0,rpi3_12,link_rpi3_12
urban_sensing,link_rpi3_12,rpi3_12,False,0,rpi3_12,link_rpi3_12
urban_sensing,link_rpi3_12,switch_lan_8,False,0,link_rpi3_12,switch_lan_8
urban_sensing,switch_lan_8,link_rpi3_12,False,0,link_rpi3_12,switch_lan_8
urban_sensing,switch_lan_8,link_rpi3_13,False,0,link_rpi3_13,switch_lan_8
urban_sensing,switch_lan_8,shared_2,False,0,switch_lan_8,shared_2
urban_sensing,rpi3_13,link_rpi3_13,False,0,rpi3_13,link_rpi3_13
urban_sensing,link_rpi3_13,rpi3_13,False,0,rpi3_13,link_rpi3_13
urban_sensing,link_rpi3_13,switch_lan_8,False,0,link_rpi3_13,switch_lan_8
urban_sensing,shared_2,switch_lan_8,False,0,switch_lan_8,shared_2
urban_sensing,shared_2,switch_lan_9,False,0,switch_lan_9,shared_2
urban_sensing,shared_2,switch_lan_10,False,0,switch_lan_10,shared_2
urban_sensing,shared_2,up_shared_2,True,0,shared_2,up_shared_2
urban_sensing,rpi3_14,link_rpi3_14,False,0,rpi3_14,link_rpi3_14
urban_sensing,link_rpi3_14,rpi3_14,False,0,rpi3_14,link_rpi3_14
urban_sensing,link_rpi3_14,switch_lan_9,False,0,link_rpi3_14,switch_lan_9
urban_sensing,switch_lan_9,link_rpi3_14,False,0,link_rpi3_14,switch_lan_9
urban_sensing,switch_lan_9,link_rpi3_15,False,0,link_rpi3_15,switch_lan_9
urban_sensing,switch_lan_9,shared_2,False,0,switch_lan_9,shared_2
urban_sensing,rpi3_15,link_rpi3_15,False,0,rpi3_15,link_rpi3_15
urban_sensing,link_rpi3_15,rpi3_15,False,0,rpi3_15,link_rpi3_15
urban_sensing,link_rpi3_15,switch_lan_9,False,0,link_rpi3_15,switch_lan_9
urban_sensing,nuc_2,link_nuc_2,False,0,nuc_2,link_nuc_2
urban_sensing,link_nuc_2,nuc_2,False,0,nuc_2,link_nuc_2
urban_sensing,link_nuc_2,switch_lan_10,False,0,link_nuc_2,switch_lan_10
urban_sensing,switch_lan_10,link_nuc_2,False,0,link_nuc_2,switch_lan_10
urban_sensing,switch_lan_10,link_tx2_12,False,0,link_tx2_12,switch_lan_10
urban_sensing,switch_lan_10,link_tx2_13,False,0,link_tx2_13,switch_lan_10
urban_sensing,switch_lan_10,link_tx2_14,False,0,link_tx2_14,switch_lan_10
urban_sensing,switch_lan_10,link_tx2_15,False,0,link_tx2_15,switch_lan_10
urban_sensing,switch_lan_10,shared_2,False,0,switch_lan_10,shared_2
urban_sensing,tx2_12,link_tx2_12,False,0,tx2_12,link_tx2_12
urban_sensing,link_tx2_12,tx2_12,False,0,tx2_12,link_tx2_12
urban_sensing,link_tx2_12,switch_lan_10,False,0,link_tx2_12,switch_lan_10
urban_sensing,tx2_13,link_tx2_13,False,0,tx2_13,link_tx2_13
urban_sensing,link_tx2_13,tx2_13,False,0,tx2_13,link_tx2_13
urban_sensing,link_tx2_13,switch_lan_10,False,0,link_tx2_13,switch_lan_10
urban_sensing,tx2_14,link_tx2_14,False,0,tx2_14,link_tx2_14
urban_sensing,link_tx2_14,tx2_14,False,0,tx2_14,link_tx2_14
urban_sensing,link_tx2_14,switch_lan_10,False,0,link_tx2_14,switch_lan_10
urban_sensing,tx2_15,link_tx2_15,False,0,tx2_15,link_tx2_15
urban_sensing,link_tx2_15,tx2_15,False,0,tx2_15,link_tx2_15
urban_sensing,link_tx2_15,switch_lan_10,False,0,link_tx2_15,switch_lan_10
urban_sensing,up_shared_2,internet,True,0,up_shared_2,internet
urban_sensing,down_shared_2,shared_2,True,0,down_shared_2,shared_2
urban_sensing,server_0,link_server_0,False,0,server_0,link_server_0
urban_sensing,link_server_0,server_0,False,0,server_0,link_server_0
urban_sensing,link_server_0,switch_lan_11,False,0,link_server_0,switch_lan_11
urban_sensing,switch_lan_11,link_server_0,False,0,link_server_0,switch_lan_11
urban_sensing,switch_lan_11,link_server_1,False,0,link_server_1,switch_lan_11
urban_sensing,switch_lan_11,link_server_2,False,0,link_server_2,switch_lan_11
urban_sensing,switch_lan_11,link_server_3,False,0,link_server_3,switch_lan_11
urban_sensing,switch_lan_11,link_server_4,False,0,link_server_4,switch_lan_11
urban_sensing,switch_lan_11,switch_cloudlet_0,False,0,switch_lan_11,switch_cloudlet_0
urban_sensing,server_1,link_server_1,False,0,server_1,link_server_1
urban_sensing,link_server_1,server_1,False,0,server_1,link_server_1
urban_sensing,link_server_1,switch_lan_11,False,0,link_server_1,switch_lan_11
urban_sensing,server_2,link_server_2,False,0,server_2,link_server_2
urban_sensing,link_server_2,server_2,False,0,server_2,link_server_2
urban_sensing,link_server_2,switch_lan_11,False,0,link_server_2,switch_lan_11
urban_sensing,server_3,link_server_3,False,0,server_3,link_server_3
urban_sensing,link_server_3,server_3,False,0,server_3,link_server_3
urban_sensing,link_server_3,switch_lan_11,False,0,link_server_3,switch_lan_11
urban_sensing,server_4,link_server_4,False,0,server_4,link_server_4
urban_sensing,link_server_4,server_4,False,0,server_4,link_server_4
urban_sensing,link_server_4,switch_lan_11,False,0,link_server_4,switch_lan_11
urban_sensing,switch_cloudlet_0,switch_lan_11,False,0,switch_lan_11,switch_cloudlet_0
urban_sensing,switch_cloudlet_0,switch_lan_12,False,0,switch_lan_12,switch_cloudlet_0
urban_sensing,switch_cloudlet_0,up_cloudlet_0,True,0,switch_cloudlet_0,up_cloudlet_0
urban_sensing,server_5,link_server_5,False,0,server_5,link_server_5
urban_sensing,link_server_5,server_5,False,0,server_5,link_server_5
urban_sensing,link_server_5,switch_lan_12,False,0,link_server_5,switch_lan_12
urban_sensing,switch_lan_12,link_server_5,False,0,link_server_5,switch_lan_12
urban_sensing,switch_lan_12,link_server_6,False,0,link_server_6,switch_lan_12
urban_sensing,switch_lan_12,link_server_7,False,0,link_server_7,switch_lan_12
urban_sensing,switch_lan_12,link_server_8,False,0,link_server_8,switch_lan_12
urban_sensing,switch_lan_12,link_server_9,False,0,link_server_9,switch_lan_12
urban_sensing,switch_lan_12,switch_cloudlet_0,False,0,switch_lan_12,switch_cloudlet_0
urban_sensing,server_6,link_server_6,False,0,server_6,link_server_6
urban_sensing,link_server_6,server_6,False,0,server_6,link_server_6
urban_sensing,link_server_6,switch_lan_12,False,0,link_server_6,switch_lan_12
urban_sensing,server_7,link_server_7,False,0,server_7,link_server_7
urban_sensing,link_server_7,server_7,False,0,server_7,link_server_7
urban_sensing,link_server_7,switch_lan_12,False,0,link_server_7,switch_lan_12
urban_sensing,server_8,link_server_8,False,0,server_8,link_server_8
urban_sensing,link_server_8,server_8,False,0,server_8,link_server_8
urban_sensing,link_server_8,switch_lan_12,False,0,link_server_8,switch_lan_12
urban_sensing,server_9,link_server_9,False,0,server_9,link_server_9
urban_sensing,link_server_9,server_9,False,0,server_9,link_server_9
urban_sensing,link_server_9,switch_lan_12,False,0,link_server_9,switch_lan_12
urban_sensing,up_cloudlet_0,internet,True,0,up_cloudlet_0,internet
urban_sensing,down_cloudlet_0,switch_cloudlet_0,True,0,down_cloudlet_0,switch_cloudlet_0
urban_sensing,registry,internet,False,0,internet,registry
