case_id,policy_name,request_id,function_name,selected_node,selected_total_score,max_total_score,result_warm_hit,result_image_cache_hit,result_data_cache_hit,result_latency,match,detail
load_only,LoadOnly,24,,cloud-1,0.592,0.8711999999999999,False,False,False,0.925,True,ok
load_only,LoadOnly,25,,edge-a-1,0.6711999999999999,0.6711999999999999,False,False,False,5.158,True,ok
load_only,LoadOnly,26,,edge-a-2,0.4312,0.7831999999999998,False,False,False,0.40199999999999997,True,ok
load_only,LoadOnly,27,,edge-b-1,0.41599999999999987,0.7831999999999998,False,False,False,0.89,True,ok
load_only,LoadOnly,28,,edge-b-2,0.05679999999999957,0.5831999999999998,False,False,False,1.5959999999999999,True,ok
load_only,LoadOnly,29,,edge-a-1,0.5831999999999998,0.5831999999999998,False,False,False,3.8579999999999997,True,ok
load_only,LoadOnly,30,,cloud-1,0.5239999999999999,0.7007999999999998,False,False,False,0.7849999999999999,True,ok
load_only,LoadOnly,31,,edge-a-1,0.7007999999999998,0.7007999999999998,False,False,False,0.888,True,ok
load_only,LoadOnly,32,,cloud-1,0.45919999999999994,0.45919999999999994,False,False,False,5.195,True,ok
load_only,LoadOnly,33,,edge-b-1,0.5479999999999998,0.5479999999999998,False,False,False,2.6399999999999997,True,ok
load_only,LoadOnly,34,,edge-b-2,-0.22240000000000054,0.6327999999999997,False,False,False,0.40599999999999997,True,ok
load_only,LoadOnly,35,,edge-c-1,0.2375999999999997,0.4719999999999997,False,False,False,2.2179999999999995,True,ok
