policy_name,request_id,time,function_name,candidate_node,feasible,function_cache_hit,image_cache_hit,data_cache_hit,zone_match,accel_match,resource_score,cache_score,locality_score,load_penalty,latency_penalty,total_score,reason
edge_round_robin,8,2.0,json-parse,edge-c-1,True,False,False,False,False,True,0.0,0.0,0.0,0.33999999999999997,0.18,0.0,baseline_candidate
edge_round_robin,8,2.0,json-parse,cloud-1,True,False,False,False,False,True,0.0,0.0,0.0,0.14,0.45,0.0,baseline_candidate
edge_round_robin,9,2.4,ml-infer,edge-a-1,True,False,False,False,False,True,0.0,0.0,0.0,0.28,0.08,1.0,selected_by_round_robin
edge_round_robin,9,2.4,ml-infer,edge-a-2,False,False,False,False,False,False,0.0,0.0,0.0,0.42999999999999994,0.12,0.0,baseline_candidate
edge_round_robin,9,2.4,ml-infer,edge-b-1,True,True,True,True,True,True,0.0,0.0,0.0,0.23,0.1,0.0,baseline_candidate
edge_round_robin,9,2.4,ml-infer,edge-b-2,False,False,False,False,True,False,0.0,0.0,0.0,0.42,0.16,0.0,baseline_candidate
edge_round_robin,9,2.4,ml-infer,edge-c-1,True,False,False,False,False,True,0.0,0.0,0.0,0.33999999999999997,0.18,0.0,baseline_candidate
edge_round_robin,9,2.4,ml-infer,cloud-1,True,True,True,True,False,True,0.0,0.0,0.0,0.14,0.45,0.0,baseline_candidate
edge_round_robin,10,2.9,img-resize,edge-a-1,True,True,True,True,True,True,0.0,0.0,0.0,0.32,0.08,0.0,baseline_candidate
edge_round_robin,10,2.9,img-resize,edge-a-2,True,False,True,False,True,True,0.0,0.0,0.0,0.42999999999999994,0.12,0.0,baseline_candidate
edge_round_robin,10,2.9,img-resize,edge-b-1,True,False,False,False,False,True,0.0,0.0,0.0,0.23,0.1,0.0,baseline_candidate
edge_round_robin,10,2.9,img-resize,edge-b-2,True,False,False,False,False,True,0.0,0.0,0.0,0.42,0.16,1.0,selected_by_round_robin
edge_round_robin,10,2.9,img-resize,edge-c-1,True,True,True,True,False,True,0.0,0.0,0.0,0.33999999999999997,0.18,0.0,baseline_candidate
edge_round_robin,10,2.9,img-resize,cloud-1,True,False,False,False,False,True,0.0,0.0,0.0,0.14,0.45,0.0,baseline_candidate
edge_round_robin,11,3.2,video-analytics,edge-a-1,True,False,False,False,False,True,0.0,0.0,0.0,0.32,0.08,0.0,baseline_candidate
edge_round_robin,11,3.2,video-analytics,edge-a-2,False,False,False,False,False,False,0.0,0.0,0.0,0.42999999999999994,0.12,0.0,baseline_candidate
edge_round_robin,11,3.2,video-analytics,edge-b-1,True,True,True,True,False,True,0.0,0.0,0.0,0.23,0.1,0.0,baseline_candidate
edge_round_robin,11,3.2,video-analytics,edge-b-2,False,False,False,False,False,False,0.0,0.0,0.0,0.45999999999999996,0.16,0.0,baseline_candidate
edge_round_robin,11,3.2,video-analytics,edge-c-1,True,False,True,True,True,True,0.0,0.0,0.0,0.33999999999999997,0.18,1.0,selected_by_round_robin
edge_round_robin,11,3.2,video-analytics,cloud-1,True,False,False,False,False,True,0.0,0.0,0.0,0.14,0.45,0.0,baseline_candidate
edge_round_robin,12,3.6,fft,edge-a-1,True,True,True,True,False,True,0.0,0.0,0.0,0.32,0.08,0.0,baseline_candidate
edge_round_robin,12,3.6,fft,edge-a-2,True,True,True,True,False,True,0.0,0.0,0.0,0.42999999999999994,0.12,0.0,baseline_candidate
edge_round_robin,12,3.6,fft,edge-b-1,True,True,True,True,True,True,0.0,0.0,0.0,0.23,0.1,0.0,baseline_candidate
edge_round_robin,12,3.6,fft,edge-b-2,True,False,False,False,True,True,0.0,0.0,0.0,0.45999999999999996,0.16,0.0,baseline_candidate
edge_round_robin,12,3.6,fft,edge-c-1,True,False,False,False,False,True,0.0,0.0,0.0,0.37999999999999995,0.18,0.0,baseline_candidate
edge_round_robin,12,3.6,fft,cloud-1,True,False,False,False,False,True,0.0,0.0,0.0,0.14,0.45,1.0,selected_by_round_robin
edge_round_robin,13,4.0,json-parse,edge-a-1,True,False,False,True,True,True,0.0,0.0,0.0,0.32,0.08,1.0,selected_by_round_robin
edge_round_robin,13,4.0,json-parse,edge-a-2,True,True,True,True,True,True,0.0,0.0,0.0,0.42999999999999994,0.12,0.0,baseline_candidate
edge_round_robin,13,4.0,json-parse,edge-b-1,True,True,True,True,False,True,0.0,0.0,0.0,0.23,0.1,0.0,baseline_candidate
edge_round_robin,13,4.0,json-parse,edge-b-2,True,False,False,False,False,True,0.0,0.0,0.0,0.45999999999999996,0.16,0.0,baseline_candidate
edge_round_robin,13,4.0,json-parse,edge-c-1,True,False,False,False,False,True,0.0,0.0,0.0,0.37999999999999995,0.18,0.0,baseline_candidate
edge_round_robin,13,4.0,json-parse,cloud-1,True,False,False,False,False,True,0.0,0.0,0.0,0.18000000000000002,0.45,0.0,baseline_candidate
edge_round_robin,14,4.4,ml-infer,edge-a-1,True,True,True,True,False,True,0.0,0.0,0.0,0.36,0.08,0.0,baseline_candidate
edge_round_robin,14,4.4,ml-infer,edge-a-2,False,False,False,False,False,False,0.0,0.0,0.0,0.42999999999999994,0.12,0.0,baseline_candidate
edge_round_robin,14,4.4,ml-infer,edge-b-1,True,True,True,True,True,True,0.0,0.0,0.0,0.23,0.1,1.0,selected_by_round_robin
edge_round_robin,14,4.4,ml-infer,edge-b-2,False,False,False,False,True,False,0.0,0.0,0.0,0.45999999999999996,0.16,0.0,baseline_candidate
edge_round_robin,14,4.4,ml-infer,edge-c-1,True,False,False,False,True,True,0.0,0.0,0.0,0.37999999999999995,0.18,0.0,baseline_candidate
edge_round_robin,14,4.4,ml-infer,cloud-1,True,True,True,True,False,True,0.0,0.0,0.0,0.18000000000000002,0.45,0.0,baseline_candidate
edge_round_robin,15,4.9,img-resize,edge-a-1,True,True,True,True,True,True,0.0,0.0,0.0,0.36,0.08,0.0,baseline_candidate
edge_round_robin,15,4.9,img-resize,edge-a-2,True,False,True,False,True,True,0.0,0.0,0.0,0.42999999999999994,0.12,0.0,baseline_candidate
edge_round_robin,15,4.9,img-resize,edge-b-1,True,False,False,False,True,True,0.0,0.0,0.0,0.27,0.1,1.0,selected_by_round_robin
edge_round_robin,15,4.9,img-resize,edge-b-2,True,True,True,True,True,True,0.0,0.0,0.0,0.45999999999999996,0.16,0.0,baseline_candidate
edge_round_robin,15,4.9,img-resize,edge-c-1,True,True,True,True,False,True,0.0,0.0,0.0,0.37999999999999995,0.18,0.0,baseline_candidate
edge_round_robin,15,4.9,img-resize,cloud-1,True,False,False,False,False,True,0.0,0.0,0.0,0.18000000000000002,0.45,0.0,baseline_candidate
edge_cache_aware,1,0.0,img-resize,edge-a-1,True,True,True,True,True,True,1.44,11.06,1.5,0.4,0.16,13.44,cache_locality_resource_score
edge_cache_aware,1,0.0,img-resize,edge-a-2,True,False,True,False,True,True,1.28,1.6,1.5,0.7,0.24,3.4399999999999995,cache_locality_resource_score
edge_cache_aware,1,0.0,img-resize,edge-b-1,True,False,False,False,False,True,1.52,0.0,0.0,0.3,0.2,1.02,cache_locality_resource_score
edge_cache_aware,1,0.0,img-resize,edge-b-2,True,False,False,False,False,True,1.16,0.0,0.0,0.84,0.32,-5.551115123125783e-17,cache_locality_resource_score
edge_cache_aware,1,0.0,img-resize,edge-c-1,True,False,False,False,False,True,1.32,0.0,0.0,0.6,0.36,0.3600000000000001,cache_locality_resource_score
edge_cache_aware,1,0.0,img-resize,cloud-1,True,False,False,False,False,True,1.76,0.0,-1.0,0.2,0.9,-0.33999999999999997,cache_locality_resource_score
edge_cache_aware,2,0.2,fft,edge-a-1,True,False,False,False,False,True,1.43,0.0,0.0,0.48000000000000004,0.16,0.7899999999999999,cache_locality_resource_score
edge_cache_aware,2,0.2,fft,edge-a-2,True,False,False,False,False,True,1.28,0.0,0.0,0.7,0.24,0.3400000000000001,cache_locality_resource_score
edge_cache_aware,2,0.2,fft,edge-b-1,True,True,True,True,True,True,1.52,10.36,1.5,0.3,0.2,12.879999999999999,cache_locality_resource_score
edge_cache_aware,2,0.2,fft,edge-b-2,True,False,False,False,True,True,1.16,0.0,1.5,0.84,0.32,1.5000000000000002,cache_locality_resource_score
edge_cache_aware,2,0.2,fft,edge-c-1,True,False,False,False,False,True,1.32,0.0,0.0,0.6,0.36,0.3600000000000001,cache_locality_resource_score
edge_cache_aware,2,0.2,fft,cloud-1,True,False,False,False,False,True,1.76,0.0,-1.0,0.2,0.9,-0.33999999999999997,cache_locality_resource_score
edge_cache_aware,3,0.4,json-parse,edge-a-1,True,False,False,True,True,True,1.43,1.76,1.5,0.48000000000000004,0.16,4.049999999999999,cache_locality_resource_score
edge_cache_aware,3,0.4,json-parse,edge-a-2,True,True,True,False,True,True,1.28,8.040000000000001,1.5,0.7,0.24,9.88,cache_locality_resource_score
edge_cache_aware,3,0.4,json-parse,edge-b-1,True,False,False,False,False,True,1.5,0.0,0.0,0.38,0.2,0.9200000000000002,cache_locality_resource_score
edge_cache_aware,3,0.4,json-parse,edge-b-2,True,False,False,False,False,True,1.16,0.0,0.0,0.84,0.32,-5.551115123125783e-17,cache_locality_resource_score
edge_cache_aware,3,0.4,json-parse,edge-c-1,True,False,False,False,False,True,1.32,0.0,0.0,0.6,0.36,0.3600000000000001,cache_locality_resource_score
edge_cache_aware,3,0.4,json-parse,cloud-1,True,False,False,False,False,True,1.76,0.0,-1.0,0.2,0.9,-0.33999999999999997,cache_locality_resource_score
edge_cache_aware,4,0.7,ml-infer,edge-a-1,True,False,False,False,False,True,1.43,0.0,0.0,0.48000000000000004,0.16,0.7899999999999999,cache_locality_resource_score
edge_cache_aware,4,0.7,ml-infer,edge-a-2,False,False,False,False,False,False,1.272,0.0,0.0,0.7799999999999999,0.24,-9999.0,infeasible_resource_or_accel
edge_cache_aware,4,0.7,ml-infer,edge-b-1,True,True,True,True,True,True,1.5,9.4,1.5,0.38,0.2,11.82,cache_locality_resource_score
edge_cache_aware,4,0.7,ml-infer,edge-b-2,False,False,False,False,True,False,1.16,0.0,1.5,0.84,0.32,-9999.0,infeasible_resource_or_accel
edge_cache_aware,4,0.7,ml-infer,edge-c-1,True,False,False,False,False,True,1.32,0.0,0.0,0.6,0.36,0.3600000000000001,cache_locality_resource_score
edge_cache_aware,4,0.7,ml-infer,cloud-1,True,False,False,False,False,True,1.76,0.0,-1.0,0.2,0.9,-0.33999999999999997,cache_locality_resource_score
edge_cache_aware,5,1.0,img-resize,edge-a-1,True,True,True,True,True,True,1.43,12.0,1.5,0.48000000000000004,0.16,14.29,cache_locality_resource_score
edge_cache_aware,5,1.0,img-resize,edge-a-2,True,False,True,False,True,True,1.272,1.6,1.5,0.7799999999999999,0.24,3.3520000000000003,cache_locality_resource_score
edge_cache_aware,5,1.0,img-resize,edge-b-1,True,False,False,False,False,True,1.472,0.0,0.0,0.46,0.2,0.812,cache_locality_resource_score
edge_cache_aware,5,1.0,img-resize,edge-b-2,True,False,False,False,False,True,1.16,0.0,0.0,0.84,0.32,-5.551115123125783e-17,cache_locality_resource_score
edge_cache_aware,5,1.0,img-resize,edge-c-1,True,False,False,False,False,True,1.32,0.0,0.0,0.6,0.36,0.3600000000000001,cache_locality_resource_score
edge_cache_aware,5,1.0,img-resize,cloud-1,True,False,False,False,False,True,1.76,0.0,-1.0,0.2,0.9,-0.33999999999999997,cache_locality_resource_score
edge_cache_aware,6,1.3,video-analytics,edge-a-1,True,False,False,False,False,True,1.42,0.0,0.0,0.56,0.16,0.6999999999999998,cache_locality_resource_score
edge_cache_aware,6,1.3,video-analytics,edge-a-2,False,False,False,False,False,False,1.272,0.0,0.0,0.7799999999999999,0.24,-9999.0,infeasible_resource_or_accel
edge_cache_aware,6,1.3,video-analytics,edge-b-1,True,False,False,False,False,True,1.472,0.0,0.0,0.46,0.2,0.812,cache_locality_resource_score
edge_cache_aware,6,1.3,video-analytics,edge-b-2,False,False,False,False,False,False,1.16,0.0,0.0,0.84,0.32,-9999.0,infeasible_resource_or_accel
edge_cache_aware,6,1.3,video-analytics,edge-c-1,True,False,True,True,True,True,1.32,3.02,1.5,0.6,0.36,4.88,cache_locality_resource_score
edge_cache_aware,6,1.3,video-analytics,cloud-1,True,False,False,False,False,True,1.76,0.0,-1.0,0.2,0.9,-0.33999999999999997,cache_locality_resource_score
edge_cache_aware,7,1.7,fft,edge-a-1,True,False,False,False,False,True,1.42,0.0,0.0,0.56,0.16,0.6999999999999998,cache_locality_resource_score
edge_cache_aware,7,1.7,fft,edge-a-2,True,False,False,False,False,True,1.272,0.0,0.0,0.7799999999999999,0.24,0.2520000000000001,cache_locality_resource_score
edge_cache_aware,7,1.7,fft,edge-b-1,True,True,True,True,True,True,1.472,12.0,1.5,0.46,0.2,14.312,cache_locality_resource_score
edge_cache_aware,7,1.7,fft,edge-b-2,True,False,False,False,True,True,1.16,0.0,1.5,0.84,0.32,1.5000000000000002,cache_locality_resource_score
edge_cache_aware,7,1.7,fft,edge-c-1,True,False,False,False,False,True,1.2850000000000001,0.0,0.0,0.6799999999999999,0.36,0.24500000000000022,cache_locality_resource_score
edge_cache_aware,7,1.7,fft,cloud-1,True,False,False,False,False,True,1.76,0.0,-1.0,0.2,0.9,-0.33999999999999997,cache_locality_resource_score
edge_cache_aware,8,2.0,json-parse,edge-a-1,True,False,False,True,True,True,1.42,1.76,1.5,0.56,0.16,3.959999999999999,cache_locality_resource_score
edge_cache_aware,8,2.0,json-parse,edge-a-2,True,True,True,True,True,True,1.272,12.0,1.5,0.7799999999999999,0.24,13.752,cache_locality_resource_score
edge_cache_aware,8,2.0,json-parse,edge-b-1,True,False,False,False,False,True,1.452,0.0,0.0,0.54,0.2,0.712,cache_locality_resource_score
edge_cache_aware,8,2.0,json-parse,edge-b-2,True,False,False,False,False,True,1.16,0.0,0.0,0.84,0.32,-5.551115123125783e-17,cache_locality_resource_score
edge_cache_aware,8,2.0,json-parse,edge-c-1,True,False,False,False,False,True,1.2850000000000001,0.0,0.0,0.6799999999999999,0.36,0.24500000000000022,cache_locality_resource_score
edge_cache_aware,8,2.0,json-parse,cloud-1,True,False,False,False,False,True,1.76,0.0,-1.0,0.2,0.9,-0.33999999999999997,cache_locality_resource_score
edge_cache_aware,9,2.4,ml-infer,edge-a-1,True,False,False,False,False,True,1.42,0.0,0.0,0.56,0.16,0.6999999999999998,cache_locality_resource_score
edge_cache_aware,9,2.4,ml-infer,edge-a-2,False,False,False,False,False,False,1.264,0.0,0.0,0.8599999999999999,0.24,-9999.0,infeasible_resource_or_accel
edge_cache_aware,9,2.4,ml-infer,edge-b-1,True,True,True,True,True,True,1.452,12.0,1.5,0.54,0.2,14.212,cache_locality_resource_score
edge_cache_aware,9,2.4,ml-infer,edge-b-2,False,False,False,False,True,False,1.16,0.0,1.5,0.84,0.32,-9999.0,infeasible_resource_or_accel
edge_cache_aware,9,2.4,ml-infer,edge-c-1,True,False,False,False,False,True,1.2850000000000001,0.0,0.0,0.6799999999999999,0.36,0.24500000000000022,cache_locality_resource_score
edge_cache_aware,9,2.4,ml-infer,cloud-1,True,False,False,False,False,True,1.76,0.0,-1.0,0.2,0.9,-0.33999999999999997,cache_locality_resource_score
edge_cache_aware,10,2.9,img-resize,edge-a-1,True,True,True,True,True,True,1.42,12.0,1.5,0.56,0.16,14.2,cache_locality_resource_score
edge_cache_aware,10,2.9,img-resize,edge-a-2,True,False,True,False,True,True,1.264,1.6,1.5,0.8599999999999999,0.24,3.2640000000000002,cache_locality_resource_score
edge_cache_aware,10,2.9,img-resize,edge-b-1,True,False,False,False,False,True,1.424,0.0,0.0,0.62,0.2,0.6039999999999999,cache_locality_resource_score
edge_cache_aware,10,2.9,img-resize,edge-b-2,True,False,False,False,False,True,1.16,0.0,0.0,0.84,0.32,-5.551115123125783e-17,cache_locality_resource_score
edge_cache_aware,10,2.9,img-resize,edge-c-1,True,False,False,False,False,True,1.2850000000000001,0.0,0.0,0.6799999999999999,0.36,0.24500000000000022,cache_locality_resource_score
edge_cache_aware,10,2.9,img-resize,cloud-1,True,False,False,False,False,True,1.76,0.0,-1.0,0.2,0.9,-0.33999999999999997,cache_locality_resource_score
edge_cache_aware,11,3.2,video-analytics,edge-a-1,True,False,False,False,False,True,1.41,0.0,0.0,0.64,0.16,0.6099999999999999,cache_locality_resource_score
edge_cache_aware,11,3.2,video-analytics,edge-a-2,False,False,False,False,False,False,1.264,0.0,0.0,0.8599999999999999,0.24,-9999.0,infeasible_resource_or_accel
edge_cache_aware,11,3.2,video-analytics,edge-b-1,True,False,False,False,False,True,1.424,0.0,0.0,0.62,0.2,0.6039999999999999,cache_locality_resource_score
edge_cache_aware,11,3.2,video-analytics,edge-b-2,False,False,False,False,False,False,1.16,0.0,0.0,0.84,0.32,-9999.0,infeasible_resource_or_accel
edge_cache_aware,11,3.2,video-analytics,edge-c-1,True,True,True,True,True,True,1.2850000000000001,12.0,1.5,0.6799999999999999,0.36,13.745000000000001,cache_locality_resource_score
edge_cache_aware,11,3.2,video-analytics,cloud-1,True,False,False,False,False,True,1.76,0.0,-1.0,0.2,0.9,-0.33999999999999997,cache_locality_resource_score
edge_cache_aware,12,3.6,fft,edge-a-1,True,False,False,False,False,True,1.41,0.0,0.0,0.64,0.16,0.6099999999999999,cache_locality_resource_score
edge_cache_aware,12,3.6,fft,edge-a-2,True,False,False,False,False,True,1.264,0.0,0.0,0.8599999999999999,0.24,0.16400000000000015,cache_locality_resource_score
edge_cache_aware,12,3.6,fft,edge-b-1,True,True,True,True,True,True,1.424,12.0,1.5,0.62,0.2,14.104000000000001,cache_locality_resource_score
edge_cache_aware,12,3.6,fft,edge-b-2,True,False,False,False,True,True,1.16,0.0,1.5,0.84,0.32,1.5000000000000002,cache_locality_resource_score
edge_cache_aware,12,3.6,fft,edge-c-1,True,False,False,False,False,True,1.2500000000000002,0.0,0.0,0.7599999999999999,0.36,0.13000000000000034,cache_locality_resource_score
edge_cache_aware,12,3.6,fft,cloud-1,True,False,False,False,False,True,1.76,0.0,-1.0,0.2,0.9,-0.33999999999999997,cache_locality_resource_score
edge_cache_aware,13,4.0,json-parse,edge-a-1,True,False,False,True,True,True,1.41,1.76,1.5,0.64,0.16,3.87,cache_locality_resource_score
edge_cache_aware,13,4.0,json-parse,edge-a-2,True,True,True,True,True,True,1.264,12.0,1.5,0.8599999999999999,0.24,13.664,cache_locality_resource_score
edge_cache_aware,13,4.0,json-parse,edge-b-1,True,False,False,False,False,True,1.404,0.0,0.0,0.7,0.2,0.504,cache_locality_resource_score
edge_cache_aware,13,4.0,json-parse,edge-b-2,True,False,False,False,False,True,1.16,0.0,0.0,0.84,0.32,-5.551115123125783e-17,cache_locality_resource_score
edge_cache_aware,13,4.0,json-parse,edge-c-1,True,False,False,False,False,True,1.2500000000000002,0.0,0.0,0.7599999999999999,0.36,0.13000000000000034,cache_locality_resource_score
edge_cache_aware,13,4.0,json-parse,cloud-1,True,False,False,False,False,True,1.76,0.0,-1.0,0.2,0.9,-0.33999999999999997,cache_locality_resource_score
edge_cache_aware,14,4.4,ml-infer,edge-a-1,True,False,False,False,False,True,1.41,0.0,0.0,0.64,0.16,0.6099999999999999,cache_locality_resource_score
edge_cache_aware,14,4.4,ml-infer,edge-a-2,False,False,False,False,False,False,1.256,0.0,0.0,0.9399999999999998,0.24,-9999.0,infeasible_resource_or_accel
edge_cache_aware,14,4.4,ml-infer,edge-b-1,True,True,True,True,True,True,1.404,12.0,1.5,0.7,0.2,14.004000000000001,cache_locality_resource_score
edge_cache_aware,14,4.4,ml-infer,edge-b-2,False,False,False,False,True,False,1.16,0.0,1.5,0.84,0.32,-9999.0,infeasible_resource_or_accel
edge_cache_aware,14,4.4,ml-infer,edge-c-1,True,False,False,False,True,True,1.2500000000000002,0.0,1.5,0.7599999999999999,0.36,1.6300000000000003,cache_locality_resource_score
edge_cache_aware,14,4.4,ml-infer,cloud-1,True,False,False,False,False,True,1.76,0.0,-1.0,0.2,0.9,-0.33999999999999997,cache_locality_resource_score
edge_cache_aware,15,4.9,img-resize,edge-a-1,True,True,True,True,True,True,1.41,12.0,1.5,0.64,0.16,14.11,cache_locality_resource_score
edge_cache_aware,15,4.9,img-resize,edge-a-2,True,False,True,False,True,True,1.256,1.6,1.5,0.9399999999999998,0.24,3.176,cache_locality_resource_score
edge_cache_aware,15,4.9,img-resize,edge-b-1,True,False,False,False,True,True,1.376,0.0,1.5,0.7799999999999999,0.2,1.8960000000000001,cache_locality_resource_score
edge_cache_aware,15,4.9,img-resize,edge-b-2,True,False,False,False,True,True,1.16,0.0,1.5,0.84,0.32,1.5000000000000002,cache_locality_resource_score
edge_cache_aware,15,4.9,img-resize,edge-c-1,True,False,False,False,False,True,1.2500000000000002,0.0,0.0,0.7599999999999999,0.36,0.13000000000000034,cache_locality_resource_score
edge_cache_aware,15,4.9,img-resize,cloud-1,True,False,False,False,False,True,1.76,0.0,-1.0,0.2,0.9,-0.33999999999999997,cache_locality_resource_score
